"STATION","NAME","DATE","ACMH","ACSH","AWND","DAPR","FMTM","FRGT","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT16","WT18"
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-22",,,,,,,,,"4.8","0.0","0.0",,"13.3","6.7",,,,,,,,,,,,,,"    1",,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-23",,,,,,,,,"7.1","0.0","0.0",,"14.4","6.7",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-24",,,,,,,,,"0.0","0.0","0.0",,"16.7","4.4",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-25",,,,,,,,,"0.0","0.0","0.0",,"16.7","8.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-26",,,,,,,,,"0.0","0.0","0.0",,"16.1","9.4",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-27",,,,,,,,,"0.0","0.0","0.0",,"18.9","7.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-28",,,,,,,,,"0.0","0.0","0.0",,"23.3","9.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-29",,,,,,,,,"1.0","0.0","0.0",,"18.3","11.1",,,,,,,,,,"    1",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-04-30",,,,,,,,,"0.0","0.0","0.0",,"18.9","10.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-01",,,,,,,,,"3.0","0.0","0.0",,"18.3","10.6",,,,,,,,,,"    1",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-02",,,,,,,,,"0.0","0.0","0.0",,"19.4","7.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-03",,,,,,,,,"0.0","0.0","0.0",,"20.0","6.7",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-04",,,,,,,,,"0.0","0.0","0.0",,"17.8","8.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-05",,,,,,,,,"0.5","0.0","0.0",,"16.7","7.8",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-06",,,,,,,,,"2.3","0.0","0.0",,"14.4","9.4",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-07",,,,,,,,,"0.0","0.0","0.0",,"18.9","5.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-08",,,,,,,,,"0.0","0.0","0.0",,"19.4","7.8",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-09",,,,,,,,,"0.0","0.0","0.0",,"20.0","7.8",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-10",,,,,,,,,"0.3","0.0","0.0",,"17.8","11.7",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-11",,,,,,,,,"0.0","0.0","0.0",,"16.7","11.7",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-12",,,,,,,,,"0.0","0.0","0.0",,"18.9","9.4",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-13",,,,,,,,,"0.0","0.0","0.0",,"17.2","8.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-14",,,,,,,,,"0.0","0.0","0.0",,"21.1","10.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-15",,,,,,,,,"0.0","0.0","0.0",,"18.3","10.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-16",,,,,,,,,"0.0","0.0","0.0",,"14.4","10.6",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-17",,,,,,,,,"0.0","0.0","0.0",,"17.2","10.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-18",,,,,,,,,"0.0","0.0","0.0",,"16.1","11.7",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-19",,,,,,,,,"7.4","0.0","0.0",,"15.6","12.2",,,,,,,,,,,,"    1",,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-20",,,,,,,,,"0.0","0.0","0.0",,"16.7","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-21",,,,,,,,,"0.0","0.0","0.0",,"16.1","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-22",,,,,,,,,"0.0","0.0","0.0",,"16.7","11.7",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-23",,,,,,,,,"0.0","0.0","0.0",,"18.3","10.0",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-24",,,,,,,,,"0.0","0.0","0.0",,"18.3","8.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-25",,,,,,,,,"0.0","0.0","0.0",,"17.8","9.4",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-26",,,,,,,,,"1.5","0.0","0.0",,"18.3","10.6",,,,,,,,,,"    1",,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-27",,,,,,,,,"0.0","0.0","0.0",,"17.2","8.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-28",,,,,,,,,"0.0","0.0","0.0",,"16.1","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-29",,,,,,,,,"0.0","0.0","0.0",,"18.3","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-30",,,,,,,,,"0.0","0.0","0.0",,"18.3","11.7",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-05-31",,,,,,,,,"0.0","0.0","0.0",,"18.9","10.6",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-01",,,,,,,,,"0.0","0.0","0.0",,"18.3","13.3",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-02",,,,,,,,,"0.0","0.0","0.0",,"20.0","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-03",,,,,,,,,"0.0","0.0","0.0",,"18.3","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-04",,,,,,,,,"0.0","0.0","0.0",,"17.2","12.8",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-05",,,,,,,,,"0.0","0.0","0.0",,"16.7","12.8",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-06",,,,,,,,,"0.0","0.0","0.0",,"21.1","13.3",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-07",,,,,,,,,"0.0","0.0","0.0",,"17.2","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-08",,,,,,,,,"0.0","0.0","0.0",,"17.2","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-09",,,,,,,,,"0.0","0.0","0.0",,"20.0","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-10",,,,,,,,,"0.0","0.0","0.0",,"20.0","11.7",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-11",,,,,,,,,"0.0","0.0","0.0",,"21.1","12.2",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-12",,,,,,,,,"0.0","0.0","0.0",,"18.3","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-13",,,,,,,,,"0.0","0.0","0.0",,"26.1","12.8",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-14",,,,,,,,,"0.0","0.0","0.0",,"40.0","16.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-15",,,,,,,,,"0.0","0.0","0.0",,"34.4","18.3",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-16",,,,,,,,,"0.0","0.0","0.0",,"31.7","14.4",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-17",,,,,,,,,"0.0","0.0","0.0",,"21.7","13.3",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-18",,,,,,,,,"0.0","0.0","0.0",,"20.0","13.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-19",,,,,,,,,"0.0","0.0","0.0",,"23.3","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-20",,,,,,,,,"0.0","0.0","0.0",,"26.7","12.8",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-21",,,,,,,,,"0.0","0.0","0.0",,"30.0","13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-22",,,,,,,,,"0.0","0.0","0.0",,"20.0","13.3",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-23",,,,,,,,,"0.0","0.0","0.0",,"26.7","13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-24",,,,,,,,,"0.0","0.0","0.0",,"27.8","13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-25",,,,,,,,,"0.0","0.0","0.0",,"22.2","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-26",,,,,,,,,"0.0","0.0","0.0",,"22.8","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-27",,,,,,,,,"0.0","0.0","0.0",,"18.3","12.2",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-28",,,,,,,,,"0.0","0.0","0.0",,"18.3","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-29",,,,,,,,,"0.0","0.0","0.0",,"22.2","10.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-06-30",,,,,,,,,"0.0","0.0","0.0",,"27.2","11.1",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-01",,,,,,,,,"0.0","0.0","0.0",,"27.8","13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-02",,,,,,,,,"0.0","0.0","0.0",,"21.7","13.3",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-03",,,,,,,,,"0.0","0.0","0.0",,"18.9","12.8",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-04",,,,,,,,,"0.0","0.0","0.0",,"18.9","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-05",,,,,,,,,"0.0","0.0","0.0",,"19.4","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-06",,,,,,,,,"0.0","0.0","0.0",,"22.2","10.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-07",,,,,,,,,"0.0","0.0","0.0",,"25.0","11.1",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-08",,,,,,,,,"0.0","0.0","0.0",,"32.8","11.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-09",,,,,,,,,"0.0","0.0","0.0",,"34.4","13.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-10",,,,,,,,,"0.0","0.0","0.0",,"36.1","17.2",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-11",,,,,,,,,"0.0","0.0","0.0",,"31.1","16.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-12",,,,,,,,,"0.0","0.0","0.0",,"21.1","15.0",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-13",,,,,,,,,"0.0","0.0","0.0",,"20.0","13.3",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-14",,,,,,,,,"0.0","0.0","0.0",,"22.8","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-15",,,,,,,,,"0.0","0.0","0.0",,"22.2","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-16",,,,,,,,,"0.0","0.0","0.0",,"27.8","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-17",,,,,,,,,"0.0","0.0","0.0",,"35.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-18",,,,,,,,,"0.0","0.0","0.0",,"31.1","16.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-19",,,,,,,,,"0.0","0.0","0.0",,"31.7","16.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-20",,,,,,,,,"0.0","0.0","0.0",,"21.1","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-21",,,,,,,,,"0.0","0.0","0.0",,"20.6","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-22",,,,,,,,,"0.0","0.0","0.0",,"18.9","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-23",,,,,,,,,"0.0","0.0","0.0",,"22.8","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-24",,,,,,,,,"0.0","0.0","0.0",,"23.3","12.8",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-25",,,,,,,,,"0.0","0.0","0.0",,"20.6","13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-26",,,,,,,,,"0.0","0.0","0.0",,"19.4","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-27",,,,,,,,,"0.0","0.0","0.0",,"22.2","13.3",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-28",,,,,,,,,"0.0","0.0","0.0",,"23.9","11.7",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-29",,,,,,,,,"0.0","0.0","0.0",,"19.4","13.3",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-30",,,,,,,,,"0.0","0.0","0.0",,"16.7","12.8",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-07-31",,,,,,,,,"0.0","0.0","0.0",,"18.3","12.2",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-01",,,,,,,,,"0.0","0.0","0.0",,"18.9","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-02",,,,,,,,,"0.0","0.0","0.0",,"18.9","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-03",,,,,,,,,"0.0","0.0","0.0",,"22.8","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-04",,,,,,,,,"0.0","0.0","0.0",,"20.0","13.9",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-05",,,,,,,,,"0.0","0.0","0.0",,"29.4","14.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-06",,,,,,,,,"0.0","0.0","0.0",,"31.1","17.8",,,,,,,,,,,,,,,,,"    1",,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-07",,,,,,,,,"0.0","0.0","0.0",,"27.8","16.7",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-08",,,,,,,,,"0.0","0.0","0.0",,"24.4","15.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-09",,,,,,,,,"0.0","0.0","0.0",,"25.0","14.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-10",,,,,,,,,"0.0","0.0","0.0",,"21.1","14.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-11",,,,,,,,,"1.0","0.0","0.0",,"23.9","15.0",,,,,,,,,,,,"    1",,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-12",,,,,,,,,"0.0","0.0","0.0",,"21.1","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-13",,,,,,,,,"0.0","0.0","0.0",,"20.6","15.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-14",,,,,,,,,"0.0","0.0","0.0",,"20.6","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-15",,,,,,,,,"0.0","0.0","0.0",,"21.1","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-16",,,,,,,,,"0.0","0.0","0.0",,"22.2","14.4",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-17",,,,,,,,,"0.0","0.0","0.0",,"26.1","13.9",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-18",,,,,,,,,"0.0","0.0","0.0",,"30.6","13.3",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-19",,,,,,,,,"0.8","0.0","0.0",,"25.0","15.0",,,,,,,,,,,,,,,,,"    1",,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-20",,,,,,,,,"0.0","0.0","0.0",,"23.9","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-21",,,,,,,,,"0.0","0.0","0.0",,"22.2","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-22",,,,,,,,,"0.0","0.0","0.0",,"21.1","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-23",,,,,,,,,"0.0","0.0","0.0",,"21.7","13.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-24",,,,,,,,,"0.0","0.0","0.0",,"21.7","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-25",,,,,,,,,"0.0","0.0","0.0",,"20.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-26",,,,,,,,,"0.5","0.0","0.0",,"21.1","14.4",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-27",,,,,,,,,"0.0","0.0","0.0",,"20.6","15.0",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-28",,,,,,,,,"0.0","0.0","0.0",,"24.4","15.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-29",,,,,,,,,"0.0","0.0","0.0",,"23.9","15.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-30",,,,,,,,,"0.0","0.0","0.0",,"21.7","14.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-08-31",,,,,,,,,"0.0","0.0","0.0",,"21.7","14.4",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-01",,,,,,,,,"0.0","0.0","0.0",,"23.9","15.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-02",,,,,,,,,"0.0","0.0","0.0",,"33.3","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-03",,,,,,,,,"0.0","0.0","0.0",,"35.0","17.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-04",,,,,,,,,"0.0","0.0","0.0",,"36.1","14.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-05",,,,,,,,,"0.0","0.0","0.0",,"31.7","15.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-06",,,,,,,,,"0.0","0.0","0.0",,"20.6","12.8",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-07",,,,,,,,,"0.0","0.0","0.0",,"18.9","12.2",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-08",,,,,,,,,"0.0","0.0","0.0",,"24.4","11.1",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-09",,,,,,,,,"0.0","0.0","0.0",,"23.9","11.7",,,,,,,,,,,,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-10",,,,,,,,,"0.0","0.0","0.0",,"25.6","12.2",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-11",,,,,,,,,"0.0","0.0","0.0",,"27.8","10.0",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-12",,,,,,,,,"0.0","0.0","0.0",,"20.0","12.8",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-13",,,,,,,,,"0.0","0.0","0.0",,"17.8","13.3",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-14",,,,,,,,,"0.0","0.0","0.0",,"22.8","13.9",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-15",,,,,,,,,"0.0","0.0","0.0",,"22.8","15.6",,,,,,,,,,,,,,,,,,,,
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-16",,,,,,,,,"8.1","0.0","0.0",,"18.3","14.4",,,,,,,,,,,,,,,,,,,"    1",
"USW00023230","OAKLAND INTERNATIONAL AIRPORT, CA US","1961-09-17",,,,,,,,,"0.0","0.0","0.0",,"20.0","12.2",,,,,,,,,,,,,,,,,,,,
